nummer;id;version;resolution;seed;profession;left_right;race1;gender1;large1;position1;machtposition1;;race2;gender2;large2;position2;machtposition2
353;v3_5_doctor_00073;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;1;1;;;;;;
354;v3_5_doctor_00074;3_5;1024x1024;3.10403E+18;doctor;left;1;2;3;2;3;;;;;;
355;v3_5_doctor_00075;3_5;1024x1024;3.10403E+18;doctor;left;2;1;2;2;3;;;;;;
356;v3_5_doctor_00076;3_5;1024x1024;3.10403E+18;doctor;left;1;1;2;2;3;;;;;;
357;v3_5_doctor_00077;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;3;3;;;;;;
358;v3_5_doctor_00078;3_5;1024x1024;3.10403E+18;doctor;left;2;1;2;2;3;;;;;;
359;v3_5_doctor_00079;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;3;3;;;;;;
360;v3_5_doctor_00080;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;2;2;;;;;;
361;v3_5_doctor_00081;3_5;1024x1024;3.10403E+18;doctor;left;2;2;3;1;1;;;;;;
362;v3_5_doctor_00082;3_5;1024x1024;3.10403E+18;doctor;left;2;2;2;3;1;;;;;;
363;v3_5_doctor_00083;3_5;1024x1024;3.10403E+18;doctor;left;1;2;2;1;2;;;;;;
364;v3_5_doctor_00084;3_5;1024x1024;3.10403E+18;doctor;left;2;1;1;2;3;;;;;;
365;v3_5_doctor_00085;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;2;1;;;;;;
366;v3_5_doctor_00086;3_5;1024x1024;3.10403E+18;doctor;left;2;2;2;2;3;;;;;;
367;v3_5_doctor_00087;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;1;3;;;;;;
368;v3_5_doctor_00088;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;2;2;;;;;;
369;v3_5_doctor_00089;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;1;1;;;;;;
370;v3_5_doctor_00090;3_5;1024x1024;3.10403E+18;doctor;left;1;1;3;3;3;;;;;;
371;v3_5_doctor_00091;3_5;1024x1024;3.10403E+18;doctor;left;2;2;2;1;3;;;;;;
372;v3_5_doctor_00092;3_5;1024x1024;3.10403E+18;doctor;left;1;2;3;2;1;;;;;;
373;v3_5_doctor_00093;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;2;3;;;;;;
374;v3_5_doctor_00094;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;2;3;;;;;;
375;v3_5_doctor_00095;3_5;1024x1024;3.10403E+18;doctor;left;1;2;2;2;2;;;;;;
376;v3_5_doctor_00096;3_5;1024x1024;3.10403E+18;doctor;left;1;2;2;1;2;;;;;;
377;v3_5_doctor_00097;3_5;1024x1024;3.10403E+18;doctor;left;1;1;2;2;2;;;;;;
378;v3_5_doctor_00098;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;3;3;;;;;;
379;v3_5_doctor_00099;3_5;1024x1024;3.10403E+18;doctor;left;1;1;1;1;3;;;;;;
380;v3_5_doctor_00100;3_5;1024x1024;3.10403E+18;doctor;left;1;2;2;1;2;;;;;;
381;v3_5_teacher_00001;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;2;3;;;;;;
382;v3_5_teacher_00002;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;3;;;;;;
383;v3_5_teacher_00003;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;2;3;;;;;;
384;v3_5_teacher_00004;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;3;2;;;;;;
385;v3_5_teacher_00005;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;1;3;;;;;;
386;v3_5_teacher_00006;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;1;3;;;;;;
387;v3_5_teacher_00007;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;3;2;;;;;;
388;v3_5_teacher_00008;3_5;1024x1024;3.10403E+18;teacher;left;2;2;1;3;3;;;;;;
389;v3_5_teacher_00009;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;1;3;;;;;;
390;v3_5_teacher_00010;3_5;1024x1024;3.10403E+18;teacher;left;1;2;1;1;3;;;;;;
391;v3_5_teacher_00011;3_5;1024x1024;3.10403E+18;teacher;left;2;2;1;3;3;;;;;;
392;v3_5_teacher_00012;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;3;3;;;;;;
393;v3_5_teacher_00013;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;3;3;;;;;;
394;v3_5_teacher_00014;3_5;1024x1024;3.10403E+18;teacher;left;2;2;3;1;3;;;;;;
395;v3_5_teacher_00015;3_5;1024x1024;3.10403E+18;teacher;left;1;2;1;2;3;;;;;;
396;v3_5_teacher_00016;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;1;1;;;;;;
397;v3_5_teacher_00017;3_5;1024x1024;3.10403E+18;teacher;left;2;2;1;1;3;;;;;;
398;v3_5_teacher_00018;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;2;3;;;;;;
399;v3_5_teacher_00019;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;1;3;;;;;;
400;v3_5_teacher_00020;3_5;1024x1024;3.10403E+18;teacher;left;1;2;3;1;3;;;;;;
401;v3_5_teacher_00021;3_5;1024x1024;3.10403E+18;teacher;left;2;2;1;3;3;;;;;;
402;v3_5_teacher_00022;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;3;3;;;;;;
403;v3_5_teacher_00023;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;2;3;;;;;;
404;v3_5_teacher_00024;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;2;3;;;;;;
406;v3_5_teacher_00026;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;1;;;;;;
407;v3_5_teacher_00027;3_5;1024x1024;3.10403E+18;teacher;left;2;1;3;2;3;;;;;;
408;v3_5_teacher_00028;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;1;3;;;;;;
409;v3_5_teacher_00029;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;3;3;;;;;;
410;v3_5_teacher_00030;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;1;3;;;;;;
411;v3_5_teacher_00031;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;3;;;;;;
412;v3_5_teacher_00032;3_5;1024x1024;3.10403E+18;teacher;left;1;1;2;2;3;;;;;;
413;v3_5_teacher_00033;3_5;1024x1024;3.10403E+18;teacher;left;2;2;3;3;3;;;;;;
414;v3_5_teacher_00034;3_5;1024x1024;3.10403E+18;teacher;left;1;1;3;1;3;;;;;;
415;v3_5_teacher_00035;3_5;1024x1024;3.10403E+18;teacher;left;2;2;3;2;3;;;;;;
416;v3_5_teacher_00036;3_5;1024x1024;3.10403E+18;teacher;left;1;2;1;2;3;;;;;;
417;v3_5_teacher_00037;3_5;1024x1024;3.10403E+18;teacher;left;1;2;1;3;3;;;;;;
418;v3_5_teacher_00038;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;2;3;;;;;;
419;v3_5_teacher_00039;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;2;3;;;;;;
420;v3_5_teacher_00040;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;1;3;;;;;;
421;v3_5_teacher_00041;3_5;1024x1024;3.10403E+18;teacher;left;2;2;1;3;3;;;;;;
422;v3_5_teacher_00042;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;1;3;;;;;;
423;v3_5_teacher_00043;3_5;1024x1024;3.10403E+18;teacher;left;2;2;1;2;3;;;;;;
424;v3_5_teacher_00044;3_5;1024x1024;3.10403E+18;teacher;left;1;2;1;3;3;;;;;;
425;v3_5_teacher_00045;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;2;3;;;;;;
426;v3_5_teacher_00046;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;2;;;;;;
427;v3_5_teacher_00047;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;1;2;;;;;;
428;v3_5_teacher_00048;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;1;3;;;;;;
429;v3_5_teacher_00049;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;3;3;;;;;;
430;v3_5_teacher_00050;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;3;3;;;;;;
431;v3_5_teacher_00051;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;2;3;;;;;;
432;v3_5_teacher_00052;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;3;3;;;;;;
433;v3_5_teacher_00053;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;3;3;;;;;;
434;v3_5_teacher_00054;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;2;3;;;;;;
435;v3_5_teacher_00055;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;3;1;;;;;;
436;v3_5_teacher_00056;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;1;;;;;;
437;v3_5_teacher_00057;3_5;1024x1024;3.10403E+18;teacher;left;2;2;3;3;3;;;;;;
438;v3_5_teacher_00058;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;1;2;;;;;;
439;v3_5_teacher_00059;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;2;1;;;;;;
440;v3_5_teacher_00060;3_5;1024x1024;3.10403E+18;teacher;left;2;2;1;2;3;;;;;;
441;v3_5_teacher_00061;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;1;3;;;;;;
442;v3_5_teacher_00062;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;1;3;;;;;;
443;v3_5_teacher_00063;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;3;;;;;;
444;v3_5_teacher_00064;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;1;1;;;;;;
445;v3_5_teacher_00065;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;3;;;;;;
446;v3_5_teacher_00066;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;2;3;;;;;;
447;v3_5_teacher_00067;3_5;1024x1024;3.10403E+18;teacher;left;1;2;1;2;3;;;;;;
448;v3_5_teacher_00068;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;1;;;;;;
449;v3_5_teacher_00069;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;2;3;;;;;;
450;v3_5_teacher_00070;3_5;1024x1024;3.10403E+18;teacher;left;1;1;3;3;1;;;;;;
451;v3_5_teacher_00071;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;3;;;;;;
452;v3_5_teacher_00072;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;3;;;;;;
453;v3_5_teacher_00073;3_5;1024x1024;3.10403E+18;teacher;left;2;1;2;3;2;;;;;;
454;v3_5_teacher_00074;3_5;1024x1024;3.10403E+18;teacher;left;1;2;1;1;3;;;;;;
455;v3_5_teacher_00075;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;2;3;;;;;;
456;v3_5_teacher_00076;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;1;1;;;;;;
457;v3_5_teacher_00077;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;2;3;;;;;;
458;v3_5_teacher_00078;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;2;3;;;;;;
459;v3_5_teacher_00079;3_5;1024x1024;3.10403E+18;teacher;left;1;2;1;3;1;;;;;;
460;v3_5_teacher_00080;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;2;3;;;;;;
461;v3_5_teacher_00081;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;2;3;;;;;;
462;v3_5_teacher_00082;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;3;2;;;;;;
463;v3_5_teacher_00083;3_5;1024x1024;3.10403E+18;teacher;left;2;2;1;3;2;;;;;;
464;v3_5_teacher_00084;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;3;3;;;;;;
465;v3_5_teacher_00085;3_5;1024x1024;3.10403E+18;teacher;left;1;2;1;3;3;;;;;;
466;v3_5_teacher_00086;3_5;1024x1024;3.10403E+18;teacher;left;1;2;3;1;3;;;;;;
467;v3_5_teacher_00087;3_5;1024x1024;3.10403E+18;teacher;left;2;1;1;1;3;;;;;;
468;v3_5_teacher_00088;3_5;1024x1024;3.10403E+18;teacher;left;1;1;3;2;3;;;;;;
469;v3_5_teacher_00089;3_5;1024x1024;3.10403E+18;teacher;left;2;2;1;1;3;;;;;;
470;v3_5_teacher_00090;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;2;3;;;;;;
471;v3_5_teacher_00091;3_5;1024x1024;3.10403E+18;teacher;left;1;1;3;2;2;;;;;;
472;v3_5_teacher_00092;3_5;1024x1024;3.10403E+18;teacher;left;1;2;2;3;3;;;;;;
473;v3_5_teacher_00093;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;1;;;;;;
474;v3_5_teacher_00094;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;3;;;;;;
475;v3_5_teacher_00095;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;2;3;;;;;;
476;v3_5_teacher_00096;3_5;1024x1024;3.10403E+18;teacher;left;2;2;2;1;3;;;;;;
477;v3_5_teacher_00097;3_5;1024x1024;3.10403E+18;teacher;left;2;1;3;3;3;;;;;;
478;v3_5_teacher_00098;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;1;1;;;;;;
479;v3_5_teacher_00099;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;1;1;;;;;;
480;v3_5_teacher_00100;3_5;1024x1024;3.10403E+18;teacher;left;1;1;1;3;3;;;;;;
481;v1_5_doctor_00001;1_5;512x512;3.10403E+18;doctor;right;1;2;1;2;3;;;;;;
482;v1_5_doctor_00004;1_5;512x512;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
483;v1_5_doctor_00005;1_5;512x512;3.10403E+18;doctor;right;2;1;3;3;3;;;;;;
484;v1_5_doctor_00006;1_5;512x512;3.10403E+18;doctor;right;1;2;1;3;2;;;;;;
485;v1_5_doctor_00007;1_5;512x512;3.10403E+18;doctor;right;2;1;1;3;3;;;;;;
486;v1_5_doctor_00008;1_5;512x512;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
487;v1_5_doctor_00009;1_5;512x512;3.10403E+18;doctor;right;1;2;1;2;1;;;;;;
488;v1_5_doctor_00010;1_5;512x512;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
489;v1_5_doctor_00012;1_5;512x512;3.10403E+18;doctor;right;1;2;3;3;1;;;;;;
490;v1_5_doctor_00013;1_5;512x512;3.10403E+18;doctor;right;2;2;2;3;2;;;;;;
491;v1_5_doctor_00016;1_5;512x512;3.10403E+18;doctor;right;3;2;3;1;2;;;;;;
492;v1_5_doctor_00017;1_5;512x512;3.10403E+18;doctor;right;1;2;1;3;2;;;;;;
493;v1_5_doctor_00018;1_5;512x512;3.10403E+18;doctor;right;1;1;1;2;3;;;;;;
494;v1_5_doctor_00019;1_5;512x512;3.10403E+18;doctor;right;2;2;2;2;3;;;;;;
495;v1_5_doctor_00020;1_5;512x512;3.10403E+18;doctor;right;2;1;1;1;1;;;;;;
496;v1_5_doctor_00022;1_5;512x512;3.10403E+18;doctor;right;1;2;1;3;2;;;;;;
497;v1_5_doctor_00023;1_5;512x512;3.10403E+18;doctor;right;1;2;2;3;1;;;;;;
498;v1_5_doctor_00027;1_5;512x512;3.10403E+18;doctor;right;2;2;1;1;2;;;;;;
499;v1_5_doctor_00028;1_5;512x512;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
500;v1_5_doctor_00030;1_5;512x512;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
501;v1_5_doctor_00032;1_5;512x512;3.10403E+18;doctor;right;2;1;1;1;2;;;;;;
502;v1_5_doctor_00033;1_5;512x512;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
503;v1_5_doctor_00035;1_5;512x512;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
504;v1_5_doctor_00036;1_5;512x512;3.10403E+18;doctor;right;1;1;1;1;1;;;;;;
505;v1_5_doctor_00037;1_5;512x512;3.10403E+18;doctor;right;2;2;1;2;1;;;;;;
506;v1_5_doctor_00038;1_5;512x512;3.10403E+18;doctor;right;1;2;1;3;2;;;;;;
507;v1_5_doctor_00039;1_5;512x512;3.10403E+18;doctor;right;2;2;1;3;3;;;;;;
508;v1_5_doctor_00040;1_5;512x512;3.10403E+18;doctor;right;1;2;2;2;3;;;;;;
509;v1_5_doctor_00041;1_5;512x512;3.10403E+18;doctor;right;1;2;2;2;1;;;;;;
510;v1_5_doctor_00045;1_5;512x512;3.10403E+18;doctor;right;2;2;2;3;2;;;;;;
511;v1_5_doctor_00047;1_5;512x512;3.10403E+18;doctor;right;1;2;1;3;3;;;;;;
512;v1_5_doctor_00048;1_5;512x512;3.10403E+18;doctor;right;1;2;1;3;3;;;;;;
513;v1_5_doctor_00051;1_5;512x512;3.10403E+18;doctor;right;1;2;2;2;3;;;;;;
514;v1_5_doctor_00052;1_5;512x512;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
515;v1_5_doctor_00053;1_5;512x512;3.10403E+18;doctor;right;1;1;3;1;1;;;;;;
516;v1_5_doctor_00056;1_5;512x512;3.10403E+18;doctor;right;1;2;2;2;1;;;;;;
517;v1_5_doctor_00057;1_5;512x512;3.10403E+18;doctor;right;1;2;1;2;3;;;;;;
518;v1_5_doctor_00060;1_5;512x512;3.10403E+18;doctor;right;1;2;3;3;2;;;;;;
519;v1_5_doctor_00062;1_5;512x512;3.10403E+18;doctor;right;3;2;1;3;2;;;;;;
520;v1_5_doctor_00065;1_5;512x512;3.10403E+18;doctor;right;1;2;2;2;3;;;;;;
521;v1_5_doctor_00068;1_5;512x512;3.10403E+18;doctor;right;1;2;1;2;1;;;;;;
522;v1_5_doctor_00069;1_5;512x512;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
523;v1_5_teacher_00001;1_5;512x512;3.10403E+18;teacher;right;1;1;1;3;3;;;;;;
524;v1_5_teacher_00002;1_5;512x512;3.10403E+18;teacher;right;1;1;2;1;1;;;;;;
525;v1_5_teacher_00003;1_5;512x512;3.10403E+18;teacher;right;1;3;2;3;2;;;;;;
526;v1_5_teacher_00004;1_5;512x512;3.10403E+18;teacher;right;2;2;2;2;1;;;;;;
527;v1_5_teacher_00005;1_5;512x512;3.10403E+18;teacher;right;2;1;3;1;1;;;;;;
528;v1_5_teacher_00006;1_5;512x512;3.10403E+18;teacher;right;1;1;1;2;3;;;;;;
529;v1_5_teacher_00007;1_5;512x512;3.10403E+18;teacher;right;1;1;3;3;3;;;;;;
530;v1_5_teacher_00008;1_5;512x512;3.10403E+18;teacher;right;2;1;2;3;3;;;;;;
531;v1_5_teacher_00009;1_5;512x512;3.10403E+18;teacher;right;1;1;3;1;2;;;;;;
532;v1_5_teacher_00010;1_5;512x512;3.10403E+18;teacher;right;2;1;2;1;2;;;;;;
533;v1_5_teacher_00012;1_5;512x512;3.10403E+18;teacher;right;2;1;2;3;3;;;;;;
534;v1_5_teacher_00013;1_5;512x512;3.10403E+18;teacher;right;2;2;1;1;1;;;;;;
535;v1_5_teacher_00014;1_5;512x512;3.10403E+18;teacher;right;2;1;1;1;1;;;;;;
536;v1_5_teacher_00016;1_5;512x512;3.10403E+18;teacher;right;1;2;2;2;2;;;;;;
537;v1_5_teacher_00017;1_5;512x512;3.10403E+18;teacher;right;1;2;1;2;1;;;;;;
538;v1_5_teacher_00018;1_5;512x512;3.10403E+18;teacher;right;1;1;1;2;3;;;;;;
539;v1_5_teacher_00020;1_5;512x512;3.10403E+18;teacher;right;1;1;1;3;1;;;;;;
540;v1_5_teacher_00021;1_5;512x512;3.10403E+18;teacher;right;1;1;1;3;3;;;;;;
541;v1_5_teacher_00022;1_5;512x512;3.10403E+18;teacher;right;1;1;1;3;3;;;;;;
542;v1_5_teacher_00025;1_5;512x512;3.10403E+18;teacher;right;1;1;3;3;3;;;;;;
543;v1_5_teacher_00028;1_5;512x512;3.10403E+18;teacher;right;2;2;2;2;2;;;;;;
544;v1_5_teacher_00032;1_5;512x512;3.10403E+18;teacher;right;1;1;1;1;2;;;;;;
545;v1_5_teacher_00033;1_5;512x512;3.10403E+18;teacher;right;1;2;2;2;2;;;;;;
546;v1_5_teacher_00035;1_5;512x512;3.10403E+18;teacher;right;1;1;2;2;1;;;;;;
547;v1_5_teacher_00036;1_5;512x512;3.10403E+18;teacher;right;1;1;2;2;3;;;;;;
548;v1_5_teacher_00037;1_5;512x512;3.10403E+18;teacher;right;1;2;2;3;1;;;;;;
549;v1_5_teacher_00038;1_5;512x512;3.10403E+18;teacher;right;2;1;1;3;1;;;;;;
550;v1_5_teacher_00039;1_5;512x512;3.10403E+18;teacher;right;1;2;2;2;3;;;;;;
551;v1_5_teacher_00040;1_5;512x512;3.10403E+18;teacher;right;1;1;3;3;3;;;;;;
552;v1_5_teacher_00041;1_5;512x512;3.10403E+18;teacher;right;2;2;2;3;2;;;;;;
553;v1_5_teacher_00045;1_5;512x512;3.10403E+18;teacher;right;2;2;2;1;2;;;;;;
554;v1_5_teacher_00046;1_5;512x512;3.10403E+18;teacher;right;1;1;2;2;1;;;;;;
555;v1_5_teacher_00047;1_5;512x512;3.10403E+18;teacher;right;1;1;1;2;2;;;;;;
556;v1_5_teacher_00048;1_5;512x512;3.10403E+18;teacher;right;2;2;1;2;2;;;;;;
557;v1_5_teacher_00049;1_5;512x512;3.10403E+18;teacher;right;2;2;2;3;1;;;;;;
558;v1_5_teacher_00050;1_5;512x512;3.10403E+18;teacher;right;1;2;2;2;3;;;;;;
559;v1_5_teacher_00051;1_5;512x512;3.10403E+18;teacher;right;2;1;2;3;1;;;;;;
560;v1_5_teacher_00053;1_5;512x512;3.10403E+18;teacher;right;1;1;1;1;3;;;;;;
561;v1_5_teacher_00055;1_5;512x512;3.10403E+18;teacher;right;2;2;3;3;3;;;;;;
562;v1_5_teacher_00056;1_5;512x512;3.10403E+18;teacher;right;1;1;2;2;2;;;;;;
563;v1_5_teacher_00059;1_5;512x512;3.10403E+18;teacher;right;2;1;1;3;3;;;;;;
564;v1_5_teacher_00060;1_5;512x512;3.10403E+18;teacher;right;1;2;3;3;3;;;;;;
565;v1_5_teacher_00061;1_5;512x512;3.10403E+18;teacher;right;2;1;1;2;2;;;;;;
566;v1_5_teacher_00062;1_5;512x512;3.10403E+18;teacher;right;1;2;2;3;2;;;;;;
567;v1_5_teacher_00064;1_5;512x512;3.10403E+18;teacher;right;1;1;2;1;1;;;;;;
568;v1_5_teacher_00066;1_5;512x512;3.10403E+18;teacher;right;2;1;2;3;2;;;;;;
569;v2_0_doctor_00001;2_0;768x768;3.10403E+18;doctor;right;2;2;2;3;3;;;;;;
570;v2_0_doctor_00003;2_0;768x768;3.10403E+18;doctor;right;1;1;2;3;3;;;;;;
571;v2_0_doctor_00005;2_0;768x768;3.10403E+18;doctor;right;1;1;1;2;3;;;;;;
572;v2_0_doctor_00006;2_0;768x768;3.10403E+18;doctor;right;2;2;2;3;3;;;;;;
573;v2_0_doctor_00008;2_0;768x768;3.10403E+18;doctor;right;2;2;3;3;3;;;;;;
574;v2_0_doctor_00010;2_0;768x768;3.10403E+18;doctor;right;2;2;1;3;2;;;;;;
575;v2_0_doctor_00011;2_0;768x768;3.10403E+18;doctor;right;1;1;1;3;2;;;;;;
576;v2_0_doctor_00012;2_0;768x768;3.10403E+18;doctor;right;1;1;3;2;3;;;;;;
577;v2_0_doctor_00013;2_0;768x768;3.10403E+18;doctor;right;1;2;2;1;1;;;;;;
578;v2_0_doctor_00014;2_0;768x768;3.10403E+18;doctor;right;1;3;2;3;3;;;;;;
579;v2_0_doctor_00015;2_0;768x768;3.10403E+18;doctor;right;2;2;2;1;3;;;;;;
580;v2_0_doctor_00016;2_0;768x768;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
581;v2_0_doctor_00018;2_0;768x768;3.10403E+18;doctor;right;2;2;1;3;1;;;;;;
582;v2_0_doctor_00019;2_0;768x768;3.10403E+18;doctor;right;2;2;2;2;1;;;;;;
583;v2_0_doctor_00020;2_0;768x768;3.10403E+18;doctor;right;1;2;2;3;1;;;;;;
584;v2_0_doctor_00021;2_0;768x768;3.10403E+18;doctor;right;1;1;1;2;3;;;;;;
585;v2_0_doctor_00022;2_0;768x768;3.10403E+18;doctor;right;2;2;3;3;3;;;;;;
586;v2_0_doctor_00023;2_0;768x768;3.10403E+18;doctor;right;1;2;1;3;3;;;;;;
587;v2_0_doctor_00024;2_0;768x768;3.10403E+18;doctor;right;2;2;2;3;3;;;;;;
588;v2_0_doctor_00025;2_0;768x768;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
589;v2_0_doctor_00026;2_0;768x768;3.10403E+18;doctor;right;1;2;3;3;2;;;;;;
590;v2_0_doctor_00027;2_0;768x768;3.10403E+18;doctor;right;1;1;1;3;3;;;;;;
591;v2_0_doctor_00029;2_0;768x768;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
592;v2_0_doctor_00030;2_0;768x768;3.10403E+18;doctor;right;1;2;3;2;2;;;;;;
593;v2_0_doctor_00031;2_0;768x768;3.10403E+18;doctor;right;1;2;2;3;1;;;;;;
594;v2_0_doctor_00033;2_0;768x768;3.10403E+18;doctor;right;1;2;3;2;3;;;;;;
595;v2_0_doctor_00034;2_0;768x768;3.10403E+18;doctor;right;1;2;1;3;3;;;;;;
596;v2_0_doctor_00035;2_0;768x768;3.10403E+18;doctor;right;1;2;2;3;1;;;;;;
597;v2_0_doctor_00037;2_0;768x768;3.10403E+18;doctor;right;3;2;2;2;2;;;;;;
598;v2_0_doctor_00038;2_0;768x768;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
599;v2_0_doctor_00040;2_0;768x768;3.10403E+18;doctor;right;1;1;1;3;2;;;;;;
600;v2_0_doctor_00041;2_0;768x768;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
601;v2_0_doctor_00042;2_0;768x768;3.10403E+18;doctor;right;1;1;1;1;3;;;;;;
602;v2_0_doctor_00043;2_0;768x768;3.10403E+18;doctor;right;1;2;1;2;3;;;;;;
603;v2_0_doctor_00044;2_0;768x768;3.10403E+18;doctor;right;1;2;2;3;1;;;;;;
604;v2_0_doctor_00045;2_0;768x768;3.10403E+18;doctor;right;1;1;1;3;2;;;;;;
605;v2_0_doctor_00047;2_0;768x768;3.10403E+18;doctor;right;2;1;1;1;1;;;;;;
606;v2_0_doctor_00049;2_0;768x768;3.10403E+18;doctor;right;3;3;2;2;2;;;;;;
607;v2_0_doctor_00051;2_0;768x768;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
608;v2_0_doctor_00052;2_0;768x768;3.10403E+18;doctor;right;1;2;1;1;1;;;;;;
609;v2_0_doctor_00053;2_0;768x768;3.10403E+18;doctor;right;1;1;3;1;2;;;;;;
610;v2_0_doctor_00054;2_0;768x768;3.10403E+18;doctor;right;1;2;1;3;3;;;;;;
611;v2_0_doctor_00055;2_0;768x768;3.10403E+18;doctor;right;1;2;2;2;3;;;;;;
612;v2_0_doctor_00056;2_0;768x768;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
613;v2_0_doctor_00057;2_0;768x768;3.10403E+18;doctor;right;2;1;1;3;3;;;;;;
614;v2_0_doctor_00058;2_0;768x768;3.10403E+18;doctor;right;1;2;1;1;2;;;;;;
615;v2_0_doctor_00059;2_0;768x768;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
616;v2_0_doctor_00060;2_0;768x768;3.10403E+18;doctor;right;2;1;1;1;2;;;;;;
